document_name,sentence,label
03-Township-Policy-Areas-Policy-Areas.txt,REGIONALSTRATEGYPLAN - TOWNSHIPPOLICYAREAS 3.,
03-Township-Policy-Areas-Policy-Areas.txt," Measures should be implemented to ensure the retention of remnant vegetation, particularly indigenous vegetation and vegetation identified as being a Site of Natural Significance.",
03-Township-Policy-Areas-Policy-Areas.txt,"Without sensitive planning, the demands for residential land threaten some of the special characteristics which make the Region so attractive.",
03-Township-Policy-Areas-Policy-Areas.txt,"3.11 Control of buildings on land subject to environmental hazards The development of land subject to environmental hazards, including land instability, high fire risk and flooding, must bestrictlycontrolled,andmaybeallowedonlywhereit has been demonstrated that the building can be constructed in a manner that would not create danger to life and property, be of risk to the health and well being of the communityorcauseanysignificant environmental damage.",
03-Township-Policy-Areas-Policy-Areas.txt,The Urban Growth Boundary also includes established areas that have the urban characteristics of Township Policy Areas but havenot previouslybeenincludedwithinsuchpolicyareas.,
04-Landscape-Living-Policy-Areas.txt,"The Strategycontains directions and policies that apply an Urban Growth Boundary to metropolitan Melbourne and rural townships, including urban areas within the Upper Yarra Valley and Dandenong Ranges region, to prevent theencroachment ofurbandevelopment intoGreenWedgeareas.",
04-Landscape-Living-Policy-Areas.txt,"The subdivision of land must only be allowed when the size, shape and layout of proposedlots arecompatiblewith:  the terrain characteristics of the site slope, watercourses, soil types and vegetation;  acontinuingpotential foranagricultural usetheland,whereappropriate;  thephysical landscapecharacteristics anduseofadjacent land; 23.",
04-Landscape-Living-Policy-Areas.txt,Primary purpose The primary purpose for the Landscape Living 2 Policy Areas is to maintain and where possible enhance the existing environment and landscape character of residential development.,
04-Landscape-Living-Policy-Areas.txt,"Within Landscape Living Policy Areas, subdivision may be allowed and planning schemes may provide for a variety of subdivision techniques, including minimum lot controls andadensitycontrol.",
04-Landscape-Living-Policy-Areas.txt,"Melbourne2030Urban Growth Boundary The State Government’s strategy for metropolitan Melbourne, “Melbourne 2030” was released on the 8 October 2002.",
04-Landscape-Living-Policy-Areas.txt," There will be no detriment to the ecology of any stream or watercourse on or nearthesite,byvirtueoftheadditional development occurring.",
04-Landscape-Living-Policy-Areas.txt,"The landscape of the Landscape Living Policy Areas is highly significant, with one of the important attributes beingthe presence of indigenous and exotic vegetation, with tall mountain ash trees being the major feature.",
04-Landscape-Living-Policy-Areas.txt," Require the long term restructuring of land holdings within some of the existing subdivisions, where these areas are inappropriately subdivided having regard for local environmental,servicingandlandscapeconsiderations.",
04-Landscape-Living-Policy-Areas.txt,"The land within this Policy Area is generally cleared of vegetation, with few constraints to low-densityresidential development.",
04-Landscape-Living-Policy-Areas.txt,They contain two broad categories of land.,
04-Landscape-Living-Policy-Areas.txt,"Landscape Living Buffer Policy Area Overview The Landscape Living Buffer Policy Areas provide a buffer between urban and rural areas to the north and west of Lilydale, to protect farming activities from incompatible urban land uses and prevent urban expansion into rural areas of the Yarra Valley.",
04-Landscape-Living-Policy-Areas.txt," Where reticulated sewerage is not available, the site must be of sufficient size to enableproperon-sitetreatment anddisposal ofall wastes.",
04-Landscape-Living-Policy-Areas.txt,"The subdivision density is substantially lower than conventional urban areas, and residential use is usuallyassociated with small scale, part time, agriculture.",
04-Landscape-Living-Policy-Areas.txt,"Many residential properties, particularly those located on larger lots have well established and maintained gardens, which together with a ""hills"" and bushland environment makes this area one of the most desiredlow-densitylivinglocations withintheRegion.",
04-Landscape-Living-Policy-Areas.txt,Primary purpose The primarypurpose for the Landscape Living 3 PolicyAreas is to provide an attractive and low density living environment and to maintain and enhance the quality of its landscapeandenvironmental values andwatercourses.,
04-Landscape-Living-Policy-Areas.txt,"Within the Upper Yarra Valley and Dandenong Ranges region, the Urban Growth Boundary generally conforms to the Township Policy Areas in the Upper Yarra Valley and Dandenong Ranges Regional Strategy Plan.",
04-Landscape-Living-Policy-Areas.txt,"REGIONALSTRATEGYPLAN - LANDSCAPELIVINGPOLICYAREAS landscape characteristics and the existing low density residential character, roads and otherinfrastructure.",
04-Landscape-Living-Policy-Areas.txt,"4.05 Construction of buildings The construction of buildings, including houses and farm buildings, in Landscape Living Policy Areas must be carried out in a manner compatible with the maintenance and protection of landscape character, water resources, indigenous and significant exotic flora, indigenous fauna, and the existing residential character, as providing acceptable standards ofresidential health,safetyandamenity.",
04-Landscape-Living-Policy-Areas.txt,"REGIONALSTRATEGYPLAN - LANDSCAPELIVINGPOLICYAREAS 4.06 Tenement provisions Within Landscape Living 1 Policy Areas that are also within the Mt Dandenong Ridge Area, a tenement holding control must be introduced (or maintained) so that development of a house will only occur on a lot or parcel of land which satisfies one of thefollowing.Theland:  is part ofatenement holdingandis inexcess of0.4ha.inarea;  was created in accordance with an approved Planning Scheme or Interim Development Order;  consists of the consolidation of all parcels and/or lots within a tenement holding; or  is a lot which existed as a separate tenement holding on the date specified in the relevant planningscheme; 4.07 Tenement anomaly provisions Despite the requirement for tenement provisions, a planning scheme may modify the tenement provisions as theyapplytospecificlots, providedthat it is demonstratedthat:  The modification will not prejudicetheprimarypurposeofthepolicyareawithin which the lots occur and that the wider objectives of tenement controls for the policy area are protected from incremental erosion and are maintained as a legitimate means of protecting the areas identified from inappropriate development.",
